,track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
119,No Better Love,Young Gunz Featuring Rell,spotify:track:0K7XjmTNFwQ2qwHn4MjlDx,0.674,0.897,8,-3.053,1,0.259,0.18100000000000002,0.0,0.195,0.525,91.194,235907,4,27.626279999999998,9,1
120,Mazinguer Metal,Gigatrón,spotify:track:0Ny0FfARDOgSkJvaJYNvsQ,0.40299999999999997,0.925,0,-5.125,1,0.11199999999999999,0.01,0.006220000000000001,0.391,0.718,181.94099999999997,127027,4,34.57338,6,0
121,Unbroken,Tim McGraw,spotify:track:7xb8Yyd627JoPLVXyZDxBK,0.595,0.792,1,-6.979,0,0.0286,0.0865,0.0,0.0769,0.536,119.8,241427,4,27.30312,12,1
122,Entropía,Metal Command,spotify:track:2Ed58eFzG4lG9OZjDPL9tG,0.42100000000000004,0.919,1,-3.261,1,0.0854,7.159999999999999e-05,0.48700000000000004,0.0327,0.39399999999999996,121.795,265119,4,29.259009999999996,12,0
123,Crying In The Club,Camila Cabello,spotify:track:1SJtlNRJDeYHioymcvsqev,0.33399999999999996,0.617,6,-5.834,0,0.38299999999999995,0.33399999999999996,0.0,0.163,0.603,85.227,216391,4,34.60655,11,1
124,Search And Destroy,The Stooges,spotify:track:6tIHdxL5JKTIsicGA660tm,0.272,0.711,10,-13.38,1,0.0597,0.67,0.845,0.139,0.439,154.94899999999998,229520,4,19.51056,11,0
125,The One That Got Away,Katy Perry,spotify:track:3oL3XRtkP1WVbMxf7dtTdu,0.687,0.792,1,-4.023,0,0.0353,0.000802,0.0,0.2,0.8640000000000001,133.96200000000002,227333,4,31.547829999999998,10,1
126,Miss Me,Drake Featuring Lil Wayne,spotify:track:1U4mweNwisxNj23ffuC9gO,0.426,0.862,2,-5.979,1,0.597,0.0813,0.0,0.34,0.332,100.3,305520,5,66.94832,12,1
127,Take The Wheel,Shiro Schwarz,spotify:track:3S0ci8BdEi9UdTLQtNnB0B,0.8170000000000001,0.625,5,-6.207000000000001,0,0.0714,0.00902,0.156,0.0779,0.532,109.01,250964,4,66.6533,8,0
128,We Are One (Ole Ola) [The 2014 FIFA World Cup Official Song],Pitbull Featuring Jennifer Lopez & Claudia Leitte,spotify:track:1PCvKFPWnTXAe2oaReVUcr,0.5920000000000001,0.935,6,-4.317,0,0.0581,0.008790000000000001,0.0154,0.132,0.5670000000000001,125.01299999999999,222520,4,32.86288,13,1
129,WTF (Where They From),Missy Elliott Featuring Pharrell Williams,spotify:track:7IAa7vUJ11STN7le8XaxsH,0.932,0.8190000000000001,8,-3.484,0,0.203,0.0181,6.81e-06,0.0577,0.556,119.941,192773,4,18.66402,10,1
130,Good Drank,2 Chainz x Gucci Mane x Quavo,spotify:track:39pS70eeDvyCAF3t8NAlVV,0.836,0.7759999999999999,4,-0.804,0,0.239,0.27399999999999997,0.0,0.113,0.37,130.033,222707,4,30.044659999999997,9,1
131,Na Na,Trey Songz,spotify:track:5maiP9UMnTSgoxPX8X3bdz,0.67,0.47600000000000003,9,-6.252999999999999,0,0.0406,0.32799999999999996,0.0,0.10400000000000001,0.235,96.975,231907,4,22.60288,15,1
132,The Star Spangled Banner,Whitney Houston,spotify:track:5qByPJHfbssZpbUzhgpDCG,0.175,0.642,8,-6.93,1,0.0447,0.633,0.0306,0.94,0.49200000000000005,88.876,134920,4,27.88468,5,1
133,En el Corredor de la Muerte,Muro,spotify:track:4mQ7AoloOKl87J5Zf5IwxH,0.27899999999999997,0.61,2,-11.436,0,0.0628,0.00123,0.00464,0.327,0.12300000000000001,149.553,489440,4,49.72755,17,0
134,Glyph Hop,Timonkey,spotify:track:5JJe6jYyA0JTXgSlFQfAPf,0.657,0.847,5,-8.249,0,0.0518,0.0012900000000000001,0.568,0.20199999999999999,0.755,96.016,225000,4,84.38324,6,0
135,Theory of Everything,DJ Nate,spotify:track:6VMVE26qGeS6Hnz6crAfEl,0.501,0.8290000000000001,6,-7.405,1,0.0536,0.0249,0.868,0.237,0.258,129.947,298214,4,22.51277,6,0
136,Stitch By Stitch,Javier Colon,spotify:track:54QbmsN1P8JKzJlKfEVPLe,0.507,0.654,10,-6.327000000000001,1,0.0467,0.21100000000000002,4.25e-06,0.163,0.19699999999999998,179.955,196320,4,49.69511,9,1
137,Jah is my Keeper Dub - Fabwize Dub,Bost & Bim,spotify:track:6fCk132xymqPccTBCcOj91,0.73,0.534,8,-5.303999999999999,1,0.0442,0.0236,0.0009339999999999999,0.149,0.534,135.947,284133,4,58.066590000000005,11,0
138,You Changed Me,Jamie Foxx Featuring Chris Brown,spotify:track:6za48riBTylMJHsf4AJPxK,0.696,0.65,11,-6.577999999999999,0,0.252,0.12300000000000001,0.0,0.21,0.531,137.967,242267,4,28.479440000000004,14,1
139,Californication,Red Hot Chili Peppers,spotify:track:48UPSzbZjgc449aqz8bxox,0.5920000000000001,0.767,9,-2.7880000000000003,0,0.027000000000000003,0.0021,0.00165,0.127,0.32799999999999996,96.48299999999999,329733,4,21.97563,15,1
140,My Little Red Book,Sky Saxon,spotify:track:3zJkHAEyeAKmjWqT2E3neZ,0.365,0.648,4,-4.6739999999999995,1,0.0538,0.157,0.0,0.371,0.6859999999999999,200.239,157640,4,30.83972,7,0
141,Racks,YC Featuring Future,spotify:track:1XWcdNQvGrX32fH09CwuWI,0.82,0.599,10,-9.796,0,0.141,0.226,0.0489,0.105,0.35600000000000004,137.02200000000002,265038,4,85.90541999999999,11,1
142,Mule Skinner Blues (Blue Yodel #8),Bill Monroe & His Blue Grass Boys,spotify:track:5yCDZ1nxkdd8GOkU3rncjR,0.511,0.469,7,-9.713,1,0.0332,0.7020000000000001,0.073,0.20800000000000002,0.584,121.307,161627,4,27.70608,8,0
143,Days Of Gold,Jake Owen,spotify:track:5ETe7SElBIgm2NAZY3SpX4,0.47600000000000003,0.991,10,-3.458,1,0.052000000000000005,0.0446,0.0057399999999999994,0.128,0.45299999999999996,111.03,201373,4,23.577379999999998,7,1
144,Not Meant To Be,Theory Of A Deadman,spotify:track:5xyACR2lzIyzFepF4qlAas,0.415,0.7809999999999999,1,-6.947,1,0.0357,0.0040100000000000005,0.0,0.126,0.261,142.966,215400,4,49.15678,9,1
145,Closer,The Chainsmokers Featuring Halsey,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.6609999999999999,95.01,244960,4,52.01351,11,1
146,I Don't Get Tired (#IDGT),Kevin Gates Featuring August Alsina,spotify:track:6HMHgBHdLBQ0QYIaOp2gse,0.49200000000000005,0.698,1,-5.606,1,0.171,0.0524,0.0,0.428,0.28800000000000003,139.953,209707,4,26.614420000000003,10,1
147,Surrender Your Sons,Norma Jean,spotify:track:2fwjdgBSOCVt3QDpxU3G31,0.23399999999999999,0.973,6,-2.637,1,0.254,0.00506,0.0622,0.0854,0.09,146.065,280547,4,30.79836,12,0
148,The All Spark,Steve Jablonsky,spotify:track:4tg3hSmrBwoul3VpjS66VU,0.35,0.307,2,-17.469,0,0.039,0.633,0.613,0.102,0.29600000000000004,150.22299999999998,214573,4,37.61002,13,0
149,Go,The Apples In Stereo,spotify:track:4nYXRXaRyX4UTQr3s33zFa,0.524,0.929,7,-1.29,1,0.034,0.151,0.0291,0.311,0.6579999999999999,113.445,194453,4,45.62126,10,0
150,Sweetest Girl (Dollar Bill),"Wyclef Jean Featuring Akon, Lil Wayne & Niia",spotify:track:4liGjmhCupa7RP9JaQELYx,0.733,0.7440000000000001,1,-3.51,1,0.0553,0.0772,0.0,0.341,0.529,92.515,241133,4,26.5049,11,1
151,Black Mighty Gods,Astarte,spotify:track:5h6qHuxDmhnE05va3alCp4,0.11,0.943,2,-4.782,1,0.0919,4.14e-06,0.7509999999999999,0.48,0.040999999999999995,169.28400000000002,337493,3,55.698980000000006,17,0
152,Lust For Life,Iggy Pop,spotify:track:3ed775MuCiyzz4G4iM98ud,0.423,0.865,9,-11.947000000000001,1,0.0375,0.122,0.0454,0.13,0.51,101.13600000000001,324133,4,32.361909999999995,18,0
153,Selah (Instrumental),Bayside Worship,spotify:track:3XlisN1F1ajzy9zkrUcuba,0.546,0.266,9,-18.554000000000002,1,0.0395,0.605,0.956,0.0861,0.141,119.964,104280,4,56.7521,4,0
154,Pop Apology,Should,spotify:track:7jF1K0wRAovpu1x1u4Ci1y,0.28,0.746,5,-8.305,0,0.0365,0.0113,0.9790000000000001,0.207,0.27899999999999997,180.175,210598,3,64.33061,7,0
155,Beep,Bobby V Featuring Yung Joc,spotify:track:5xnZ1vqo2LAOge8DWtvBVk,0.696,0.573,0,-8.531,1,0.0919,0.10400000000000001,0.0,0.135,0.368,79.013,250973,4,16.2879,12,1
156,Drunk Last Night,Eli Young Band,spotify:track:4hnK8P3v7kE7T4PMBYwRhu,0.528,0.856,7,-4.605,1,0.0351,0.052000000000000005,0.0,0.0988,0.5720000000000001,87.01899999999999,219213,4,38.39176,7,1
157,Stay Swing,Swingrowers,spotify:track:3MC0pOdS2dt2I6Po7JbO18,0.71,0.915,5,-4.548,1,0.0979,0.0208,0.0311,0.33299999999999996,0.922,128.047,272144,4,31.03105,13,0
158,Just A Dream,Carrie Underwood,spotify:track:7g8OpS827dAYU067lZaR0L,0.526,0.7809999999999999,7,-3.673,1,0.0369,0.0613,0.0,0.121,0.358,142.06,284707,4,44.42779,13,1
159,No Melda,Lord Kitchener,spotify:track:6DqNQ3UbRLwONLC0oqCS4M,0.564,0.622,5,-11.325999999999999,1,0.141,0.631,0.0,0.21600000000000003,0.963,107.29700000000001,155400,4,72.0647,5,0
160,One In A Million,Ne-Yo,spotify:track:03ZtlmARAMWhAgZSIs6Fes,0.763,0.794,11,-6.077999999999999,1,0.0364,0.122,2.86e-06,0.327,0.65,99.999,243227,4,36.80657,7,1
161,Bad Things,Machine Gun Kelly x Camila Cabello,spotify:track:1PSBzsahR2AKwLJgx8ehBj,0.6970000000000001,0.691,2,-4.757,1,0.146,0.214,0.0,0.185,0.305,137.85299999999998,239293,4,43.709309999999995,10,1
162,Somewhere With You,Kenny Chesney,spotify:track:3pkzJjJXfdDjhpXx639MIH,0.68,0.8490000000000001,1,-6.475,0,0.0376,0.0862,0.00013000000000000002,0.174,0.536,111.969,243520,4,36.83704,11,1
163,3 Pieces in Baroque Style: No. 1. Aria,Krzysztof Penderecki,spotify:track:4hiOuGRriUc0YketN1vuOk,0.155,0.0346,10,-29.305,1,0.0406,0.956,0.9490000000000001,0.0986,0.0352,76.395,129360,3,19.74855,10,0
164,Someday,Rob Thomas,spotify:track:7uPQU7uKvsZZ7T9XnpBpFg,0.573,0.905,10,-5.954,1,0.0343,0.0408,0.0,0.113,0.6829999999999999,135.94299999999998,247800,4,42.55543,10,1
165,Artificial World (A Manmade Catastrophe),Boreal Massif,spotify:track:0nkd94lNiU5ELnMNIBRLof,0.546,0.475,11,-12.679,1,0.0316,1.4999999999999999e-05,0.903,0.0696,0.0325,102.01,212004,4,57.7679,9,0
166,Rock Bottom Blues,The Nashville Bluegrass Band,spotify:track:5u2lJ7VFbEqrzIekdIDo7p,0.475,0.342,5,-10.972000000000001,1,0.0384,0.7290000000000001,0.000212,0.10300000000000001,0.878,207.021,176973,4,35.64678,8,0
167,React,Erick Sermon Featuring Redman,spotify:track:4psCG36I4hy1h3qgG6o03m,0.584,0.894,9,-1.605,0,0.429,0.17600000000000002,0.0,0.16899999999999998,0.7859999999999999,94.383,217840,4,18.486320000000003,10,1
168,Where Does the Good Go,Sleeping At Last,spotify:track:5WH6StV9v6GUvyFPTdBxQe,0.371,0.268,11,-11.421,1,0.0482,0.9179999999999999,0.0,0.0927,0.37200000000000005,97.875,214251,4,23.41045,12,0
169,Caution (feat. Khadafi Dub),Liquid Stranger,spotify:track:74JgSWlcZPk4Yeq9lXK7BU,0.754,0.8220000000000001,7,-3.782,1,0.0479,0.00119,0.0,0.39899999999999997,0.382,122.584,256195,4,33.83187,11,0
170,Who I Am Hates Who I've Been,Relient K,spotify:track:23zxVVtHjo2mbtAoAg5XB4,0.39799999999999996,0.902,3,-3.5180000000000002,1,0.0861,0.0028899999999999998,0.0,0.066,0.491,166.82299999999998,232267,4,26.31202,10,1
171,I Do!!,Toya,spotify:track:0NdEFLohwfZpyncrBCq1ZY,0.7809999999999999,0.583,6,-7.83,0,0.0628,0.0859,0.00216,0.057999999999999996,0.91,156.264,213493,4,24.8497,11,1
172,Call Me,Tweet,spotify:track:2aBEchhqPDgnvjPhCgzHSx,0.552,0.706,1,-8.117,0,0.363,0.484,6.49e-05,0.07400000000000001,0.721,167.468,177373,4,20.4029,10,1
173,Clouds,Zach Sobiech,spotify:track:1ad6CbExeZneBGswe5YuSD,0.659,0.64,2,-6.544,1,0.0263,0.151,0.00477,0.109,0.21100000000000002,96.935,179627,4,75.55912,6,1
174,Ready To Love Again,Lady Antebellum,spotify:track:4jJEEPrPMTMHpabgjefRN7,0.555,0.638,4,-5.012,1,0.027000000000000003,0.313,0.0,0.122,0.185,102.676,173267,4,29.057890000000004,10,1
175,Beverly Hills,Weezer,spotify:track:1yKu2MhpwzDXXH2tzG6xoa,0.693,0.823,5,-3.761,1,0.0726,0.0932,0.0,0.32799999999999996,0.741,87.904,196093,4,35.90217,9,1
176,"Deep, Deep",Have A Nice Life,spotify:track:71zmhACsxU6kGNtZBWSiiZ,0.415,0.9620000000000001,11,-2.781,0,0.0654,0.00909,0.818,0.249,0.24100000000000002,135.059,323556,4,36.24582,12,0
177,Sanctified with Dynamite - Live,Powerwolf,spotify:track:6JOq5dYmyQ2mUj3uEeMnoi,0.31,0.9259999999999999,6,-4.106,0,0.0947,0.000147,1.66e-05,0.9420000000000001,0.276,86.544,264760,4,74.39381,11,0
178,I Feel It Coming,The Weeknd Featuring Daft Punk,spotify:track:3dhjNA0jGA8vHBQ1VdD6vV,0.773,0.8190000000000001,0,-5.946000000000001,0,0.11800000000000001,0.426,0.0,0.0679,0.585,92.99,269187,4,58.27695,10,1
179,Good Luck Charm,Jagged Edge,spotify:track:0rJBJ4K6uNeDg1rGVyi0Tp,0.634,0.653,11,-5.89,1,0.0689,0.434,0.0,0.109,0.5,116.156,264640,4,38.37958,12,1
180,Can't Be Tamed,Miley Cyrus,spotify:track:2r6DdaSbkbwoPzuK6NjLPn,0.63,0.91,11,-2.9189999999999996,0,0.14400000000000002,0.0287,0.0,0.196,0.743,116.98,168213,4,43.261109999999995,9,1
181,I'm Really Hot,Missy Elliott,spotify:track:3yei0S35YFOEBOiKN287MW,0.879,0.644,7,-8.595,1,0.201,0.345,3.7000000000000006e-06,0.272,0.856,114.00200000000001,210707,4,70.06814,7,1
182,Jamaica Farewell,Harry Belafonte,spotify:track:1ZAYsScO4yNVYPD07TSpXN,0.598,0.195,2,-16.053,1,0.0925,0.951,0.0,0.10099999999999999,0.745,145.178,181893,4,41.45798,11,0
183,I Know There's Gonna Be (Good Times),Jamie xx,spotify:track:2zsa7Z6gCA5eBg0p9pbyLs,0.564,0.594,11,-9.912,0,0.155,0.11900000000000001,0.0,0.536,0.507,89.39399999999999,213622,4,26.0282,10,0
184,In My Head,Jason Derulo,spotify:track:5BoIP8Eha5hwmRVURkC2Us,0.762,0.748,0,-4.15,0,0.033,0.0266,0.0,0.348,0.851,110.009,199027,4,23.14966,11,1
185,New W (M) Ind,Ultra Milkmaids,spotify:track:0tbwFJ1cos6PHVbeymkqjW,0.25,0.659,11,-9.742,0,0.0301,0.684,0.83,0.22399999999999998,0.106,140.685,358600,4,36.36533,12,0
186,Headlines,Drake,spotify:track:6LxSe8YmdPxy095Ux6znaQ,0.636,0.5660000000000001,6,-7.16,0,0.106,0.365,0.00035299999999999996,0.0917,0.425,151.894,235987,4,63.622769999999996,11,1
187,Feeling Punk - Tee's Original Mix,Todd Terry,spotify:track:5DKyo9RhH2PNDjZbowvlYw,0.775,0.9279999999999999,11,-6.776,1,0.0553,0.00286,0.8809999999999999,0.387,0.523,126.617,337441,4,61.15368,10,0
188,Exode,Tetra Hydro K,spotify:track:2xY8jZjWQ2qqb71W6U3Rhy,0.608,0.9490000000000001,4,-6.075,0,0.0733,0.000337,0.8,0.157,0.503,139.994,331656,4,42.531909999999996,12,0
189,"Ek Toh Kum Zindagani (From ""Marjaavaan"")",Neha Kakkar,spotify:track:6oDHAjaJJjwwgoAuMIeY9K,0.6679999999999999,0.965,7,-2.293,1,0.091,0.0579,0.000867,0.0566,0.722,128.012,190346,4,31.465870000000002,12,0
190,Everlasting God,Scandinavian Metal Praise,spotify:track:2gKMf8mbiK50hQLgvRnxkZ,0.49200000000000005,0.935,9,-3.128,1,0.0683,0.000978,0.0,0.124,0.429,110.015,195693,4,46.36781,11,0
191,Bittersweet,Apocalyptica,spotify:track:1ySw2y9Rmf1rtQuKESoTWs,0.255,0.425,7,-8.652999999999999,0,0.0297,0.0254,0.000312,0.14,0.0789,111.12899999999999,266040,4,43.591770000000004,12,0
192,Kagerou,BABYMETAL,spotify:track:4kNujQGCx2ytNLfYIEIcYP,0.425,0.941,8,-2.326,1,0.077,3.1e-05,0.0168,0.409,0.282,97.49799999999999,210679,4,23.637220000000003,10,0
193,Breakaway,Kelly Clarkson,spotify:track:61Qhe2mHSLhUE04QeK4lkD,0.446,0.701,9,-4.178999999999999,0,0.0295,0.0298,8.89e-06,0.0931,0.39399999999999996,159.958,237000,3,79.51238000000001,8,1
194,Visions in My Head,Obituary,spotify:track:1JvMOOYZjXLQCZ5p5b0JJD,0.5,0.89,6,-5.897,0,0.0859,7.71e-06,0.00307,0.11199999999999999,0.174,130.03,254118,4,45.24865,13,0
195,Rückkehr der Vernunft,Pöbel MC,spotify:track:7fPwFEvbbx8ts8DHSxS6Vr,0.795,0.877,6,-6.121,1,0.314,0.16,0.0,0.111,0.51,100.023,206572,4,20.06604,10,0
196,Wild Things,Alessia Cara,spotify:track:2ZyuwVvV6Z3XJaXIFbspeE,0.741,0.626,1,-4.8260000000000005,0,0.0886,0.02,0.0,0.0828,0.706,108.029,188493,4,41.186809999999994,10,1
197,Digital Dash,Drake & Future,spotify:track:0GR7iJLhj80KD5LkA14ZRn,0.8809999999999999,0.546,2,-7.566,1,0.12,0.00296,4.72e-06,0.226,0.276,140.032,231231,4,31.09862,8,1
198,King Without A Crown,Matisyahu,spotify:track:3NkIfsiFHnljGrlXSD2AJ3,0.6970000000000001,0.8590000000000001,5,-5.306,0,0.19,0.0349,0.0,0.0931,0.696,93.78,222387,4,48.66173,11,1
199,You Shouldn't Kiss Me Like This,Toby Keith,spotify:track:5ueUywJbmAZY2MF9hdJS2y,0.42100000000000004,0.79,7,-4.457,1,0.0417,0.319,3.41e-06,0.257,0.303,168.643,221067,4,24.71936,11,1
200,H*A*M,Kanye West Jay Z,spotify:track:7esMRbSzvLv60O70XLZFbc,0.657,0.523,8,-4.907,1,0.0614,0.0462,0.0,0.322,0.0382,140.046,275733,4,68.85537,10,1
201,The Nearness of You,Joshua Redman,spotify:track:3MhWFpRMVEyZ9QXGIb5RJK,0.447,0.163,8,-14.835,1,0.0707,0.992,0.7759999999999999,0.654,0.19699999999999998,74.933,1004627,3,22.88,42,0
202,Everytime,Britney Spears,spotify:track:0dRhSF9LV0HR8Jwd3MMMKJ,0.39799999999999996,0.284,3,-12.852,1,0.0337,0.966,8.57e-05,0.11599999999999999,0.114,109.59899999999999,230307,4,36.962990000000005,10,1
203,Work,Iggy Azalea,spotify:track:3yx6eryOZgO54bt3B671cn,0.6990000000000001,0.804,7,-4.898,1,0.14400000000000002,0.0631,0.0,0.414,0.491,140.012,223197,4,56.82189,13,1
204,Turn My Swag On,Soulja Boy Tell'em,spotify:track:6ATrsVaZT7XjkCynxM8cTS,0.546,0.7120000000000001,3,-3.1039999999999996,0,0.0269,0.0009689999999999999,0.0,0.406,0.489,150.154,206333,4,34.85991,9,1
205,In The Kitchen,R. Kelly,spotify:track:1bn8fjxuCLfnAaXZDx1tof,0.713,0.469,5,-7.778,0,0.0436,0.415,0.0,0.0999,0.369,127.837,217493,4,61.20065,8,1
206,21 Questions,50 Cent Featuring Nate Dogg,spotify:track:41bIQPBE1lFN0mmw6Lmssz,0.5760000000000001,0.807,6,-3.908,0,0.317,0.353,0.000363,0.0512,0.9079999999999999,90.012,224427,4,50.16441,10,1
207,One Call,Gunna,spotify:track:3pq5dd3Hwg2uJ3d63v9YRx,0.861,0.48100000000000004,2,-7.309,1,0.34299999999999997,0.125,1.3800000000000002e-05,0.0903,0.188,146.99200000000002,195736,4,38.01764,9,1
208,Bonfire,Craig Morgan,spotify:track:4PyKicaf5RL5tlidl6ZMO5,0.426,0.917,0,-2.968,1,0.10300000000000001,0.11900000000000001,0.0,0.153,0.506,175.71599999999998,179707,4,28.698140000000002,11,1
209,Ten,Parts & Labor,spotify:track:6vSwfQIcybCa3FUZFSZvZC,0.0858,0.929,6,-5.755,1,0.138,0.000745,0.8340000000000001,0.57,0.12,169.80900000000003,28920,4,0.0,2,0
210,Boyfriend #2,Pleasure P,spotify:track:3taIcgVjePRzkdz0ZmJbOi,0.648,0.767,8,-5.052,1,0.0608,0.0219,0.0,0.19,0.7959999999999999,141.906,207400,4,40.13089,7,1
211,Proper Patola,Badshah,spotify:track:39ujbBjTwwqUFySaCYDMMT,0.77,0.8240000000000001,1,-6.4910000000000005,0,0.0851,0.485,0.0,0.318,0.49,172.00599999999997,178605,4,16.4114,11,0
212,Shake It Out,Florence + The Machine,spotify:track:4lY95OMGb9WxP6IYut64ir,0.527,0.804,10,-4.168,1,0.0358,0.0104,0.0,0.105,0.221,107.486,277720,4,72.25378,9,1
213,2 On,Tinashe Featuring ScHoolboy Q,spotify:track:3jVtllWS5CFFWLQng8sKsr,0.742,0.595,9,-7.51,1,0.107,0.15,0.0,0.111,0.431,101.01299999999999,227000,4,53.901869999999995,11,1
214,"Return to Rock 'n Roll or Fuck Off!!, Part II",Enbilulugugal,spotify:track:2b8gqy9Ou6EjzK6fZxjH6J,0.0734,0.721,2,-8.16,1,0.29,0.000305,0.688,0.537,0.0368,82.113,567002,4,64.99712,25,0
215,Sexy And I Know It,LMFAO,spotify:track:0obBFrPYkSoBJbvHfUIhkv,0.7070000000000001,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.02100000000002,199480,4,44.81875,10,1
216,Uptown Funk!,Mark Ronson Featuring Bruno Mars,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.149999999999999e-05,0.0344,0.9279999999999999,114.988,269667,4,33.16138,9,1
217,Way Out Here,Josh Thompson,spotify:track:3E9kjnz0hjlCAaNkpDAJLG,0.389,0.72,2,-5.465,1,0.0308,0.057,0.0,0.183,0.51,147.94,245899,4,78.27682,10,1
218,Won't Ask You Again,Subhumans,spotify:track:4BNUxqstQJmvihd2r7MfLm,0.335,0.902,1,-3.932,1,0.073,0.00321,0.0,0.0641,0.6559999999999999,177.06799999999998,210987,4,17.519820000000003,13,0
219,Whip My Hair,WILLOW,spotify:track:4Dio1t8RHzLv1nfPJTSZyP,0.552,0.98,9,-4.676,0,0.254,0.00159,0.005520000000000001,0.43799999999999994,0.6679999999999999,162.961,195440,4,26.538090000000004,10,1
220,As We Float (Ambient),The American Dollar,spotify:track:0P5XXXQNdUfT5Hp9689Ua3,0.239,0.479,0,-11.071,1,0.0318,0.853,0.961,0.111,0.133,80.306,234299,3,112.24547,7,0
221,Pavana Balamurali Rasikapriya (Vivadi) Rupaka,M. Balamuralikrishna,spotify:track:6fUG34OnlpEcGnayfzUhNU,0.374,0.41700000000000004,0,-13.332,1,0.0755,0.973,0.297,0.163,0.248,78.98899999999999,535600,3,18.56445,23,0
222,Jazz,Pretty Balanced,spotify:track:5DynuE4Qw0OPVifgP0BPWK,0.374,0.344,6,-9.012,0,0.0341,0.45899999999999996,0.397,0.0915,0.0386,152.11,318880,4,26.48821,15,0
223,I Love You,Faith Evans,spotify:track:6gsmFgUiSTuinJlScwFODv,0.489,0.757,11,-4.062,0,0.0926,0.00981,0.0,0.23399999999999999,0.5670000000000001,168.00400000000002,267160,4,29.039890000000003,13,1
224,September,Daughtry,spotify:track:21RRhjnMsrvQpeQ10ptSBZ,0.43,0.703,10,-5.52,1,0.0342,0.0465,0.0,0.0809,0.32799999999999996,149.873,240213,4,38.425709999999995,8,1
225,If I Am,Nine Days,spotify:track:0yA6uXukVZbi29GcmtK6i5,0.223,0.902,11,-5.955,1,0.0579,0.00587,1.63e-06,0.34,0.539,98.038,258113,4,71.1147,7,1
226,Chikon Goalini,Anup Ghoshal,spotify:track:6AUPuyFdCpzwYcxflwHyhV,0.6970000000000001,0.389,0,-14.565999999999999,1,0.0426,0.965,0.0389,0.122,0.8859999999999999,129.878,303800,4,30.547009999999997,17,0
227,Jazz Carnival,Bebo Best,spotify:track:6pMqCXEdCHAul0pUYnInMp,0.777,0.946,7,-7.279,1,0.0418,0.0262,0.715,0.0549,0.713,101.961,247347,4,68.86457,8,0
228,Love Me Like Rock and Roll,Katie Noel,spotify:track:4zO7Nn26sIhg7pClNwQSwx,0.505,0.61,11,-7.019,1,0.0446,0.00663,1.99e-06,0.10400000000000001,0.273,147.89600000000002,163749,4,19.49234,7,0
229,Same Bitches,Post Malone Featuring G-Eazy & YG,spotify:track:688QpQAwqsLdBR6lr13wK1,0.731,0.774,10,-5.273,0,0.0555,0.434,3.34e-06,0.114,0.21899999999999997,100.005,212467,4,28.26124,10,1
230,Heart Attack,Toxik,spotify:track:2pUm2OYrTi7oBOdkZct0nZ,0.19,0.971,9,-5.581,1,0.22399999999999998,0.000152,0.845,0.0548,0.115,96.523,228587,4,23.60708,7,0
231,Prikkebeen,Boudewijn de Groot,spotify:track:7qHuC8Hvc7yWbuCeueh0SR,0.568,0.517,11,-10.651,1,0.0285,0.0503,1.57e-05,0.125,0.33,109.059,251853,4,35.79782,11,0
232,Done For Me,Charlie Puth Featuring Kehlani,spotify:track:1lsBTdE6MGsKeZCD6llNu7,0.856,0.632,6,-3.6919999999999997,0,0.07400000000000001,0.193,0.0,0.0688,0.6970000000000001,112.009,180493,4,45.65712,7,1
233,Airport Sadness - 2008 Remaster,Brad Mehldau,spotify:track:0vqknpE0wpLA17uYiv4kUv,0.444,0.0162,5,-27.773000000000003,1,0.0452,0.993,0.922,0.0873,0.079,100.36399999999999,284213,4,29.45978,15,0
234,Whiskey Yer The Devil,Beatnik Turtle,spotify:track:2tWRVOIJUBdavNbPXyLn2b,0.46399999999999997,0.929,0,-7.18,1,0.0885,0.237,0.0,0.196,0.473,142.257,137880,4,62.628040000000006,6,0
235,Combat Baby,Metric,spotify:track:7Eb5avO0Ut4p6hAGCaeYEk,0.649,0.914,9,-6.199,1,0.0455,0.00573,0.000165,0.0997,0.7390000000000001,139.125,209760,4,59.044059999999995,8,0
236,Wild Child,Kenny Chesney With Grace Potter,spotify:track:050iNgNKEUrJboOnH4Jhm6,0.586,0.633,3,-7.688,1,0.0318,0.475,4.29e-06,0.16399999999999998,0.445,148.984,189800,4,39.256370000000004,8,1
237,DNA.,Kendrick Lamar,spotify:track:6HZILIRieu8S0iqY8kIKhj,0.638,0.523,1,-6.664,1,0.35700000000000004,0.00454,0.0,0.0842,0.42200000000000004,139.91299999999998,185947,4,42.05918,9,1
238,this s*it will fcuk you up,Combichrist,spotify:track:7wIIyXUVvcNOKTSXlNIwGg,0.49200000000000005,0.9470000000000001,1,-5.97,1,0.0433,3.28e-06,0.7559999999999999,0.319,0.212,120.036,285667,4,26.09686,10,0
239,Rolex,Ayo & Teo,spotify:track:0pSBuHjILhNEo55xK1zrRt,0.804,0.8859999999999999,1,-2.512,1,0.04,0.0837,0.0,0.266,0.789,144.946,238587,4,27.10088,13,1
